family	class	css_tokens	source_references	css_files
screen-candidate	insight-metric-negative	1	0	components.css
screen-candidate	insight-metric-positive	1	0	components.css
screen-candidate	insight-timeline	1	0	components.css
screen-candidate	insight-timeline-kind	1	0	components.css
screen-candidate	insights-page	1	0	components.css
screen-candidate	insights-panel	1	0	components.css
screen-candidate	insights-position-list	1	0	components.css
screen-candidate	match-card-scorers	1	0	dashboard.css
screen-candidate	modal-content	1	0	base.css
screen-candidate	modal-header-detail	1	0	components.css
screen-candidate	modal-header-detail-left	1	0	components.css
screen-candidate	modal-header-detail-meta	1	0	components.css
screen-candidate	penalty-arc-top	1	0	tactical.css
screen-candidate	penalty-area-top	1	0	tactical.css
screen-candidate	penalty-spot-top	1	0	tactical.css
screen-candidate	player-detail-tabs	1	0	dashboard.css
screen-candidate	rank-player-count	1	0	base.css
screen-candidate	recent-practices	1	0	dashboard.css
screen-candidate	roster-checkbox	1	0	components.css
screen-candidate	schedule-item-actions	1	0	dashboard.css
screen-candidate	schedule-item-desc	1	0	dashboard.css
screen-candidate	schedule-item-details	1	0	dashboard.css
screen-candidate	schedule-item-info	1	0	dashboard.css
screen-candidate	schedule-item-meta	1	0	dashboard.css
screen-candidate	schedule-item-title	1	0	dashboard.css
screen-candidate	sl-row-label	1	0	components-system.css
screen-candidate	sl-section-label	1	0	components.css
screen-candidate	stat-card	1	0	dashboard.css
screen-candidate	stat-grid-card	1	0	dashboard.css
screen-candidate	stat-icon	1	0	dashboard.css
screen-candidate	sync-status-btn	1	0	drawing.css
screen-candidate	timeline-item-comment	1	0	dashboard.css
screen-candidate	timeline-item-date	1	0	dashboard.css
screen-candidate	timeline-item-skills	1	0	dashboard.css
screen-candidate	top-scorers-column	1	0	dashboard.css
screen-candidate	top-scorers-ol	1	0	dashboard.css
screen-candidate	top-scorers-title	1	0	dashboard.css
screen-candidate	topbar-actions	1	0	base.css
screen-candidate	undo-bar	1	0	components.css
standard-component	c-modal	18	16	components-system.css
standard-component	c-practice-card	12	1	components-system.css
standard-component	c-form-field	11	96	components-system.css
standard-component	c-filter-bar__search	10	4	components-standard.css,components-system.css
standard-component	c-practice-card__actions	10	1	components-system.css
standard-component	c-roster-row	8	4	components-system.css
standard-component	c-status--interactive	7	13	components-standard.css
standard-component	c-modal__body	5	8	components-system.css
standard-component	c-modal__footer	5	8	components-system.css
standard-component	c-choice-field	5	4	components-system.css
standard-component	c-roster-row__identity	5	2	components-system.css
standard-component	c-liquid-panel--immersive	5	1	components-standard.css
standard-component	c-roster-row--attendance	5	1	components-system.css
standard-component	c-settings-section	4	18	components-system.css
standard-component	c-view-switcher__option	4	6	components-system.css
standard-component	c-data-list__metric	4	3	components-system.css
standard-component	c-metric__icon	4	1	components-standard.css
standard-component	c-practice-card__header	4	1	components-system.css
standard-component	c-action-group	3	58	components-standard.css,components-system.css
standard-component	c-section-header__title	3	25	components-standard.css,components-system.css
standard-component	c-text-effect--shimmer	3	24	components-standard.css
standard-component	c-icon	3	14	base.css,icon-system.css
standard-component	c-action-group--mobile-stretch	3	13	components-standard.css,components-system.css
standard-component	c-status__dismiss	3	12	components-standard.css
standard-component	c-empty-state--compact	3	9	components-standard.css,components-system.css
standard-component	c-data-list__item--button	3	4	components-system.css
standard-component	c-filter-bar__actions	3	4	components-system.css
standard-component	c-metric__value	3	4	components-standard.css
standard-component	c-data-item	3	3	components-standard.css
standard-component	c-text-effect--liquid	3	3	components-standard.css
standard-component	c-kinetic-kicker--reveal	3	2	components-standard.css
standard-component	c-roster-row__status	3	2	components-system.css
standard-component	c-theme-preview	3	1	components-system.css
standard-component	c-theme-preview__mode	3	1	components-system.css
standard-component	c-input	3	0	components-system.css
standard-component	c-text-glow	3	0	components-standard.css
standard-component	c-text-reveal	3	0	components-standard.css
standard-component	c-status	2	93	components-standard.css,drawing.css
standard-component	c-data-list	2	44	components-standard.css,components-system.css
standard-component	c-section-header	2	27	components-standard.css
standard-component	c-form-grid	2	19	components-system.css
standard-component	c-data-list__item	2	17	components-system.css
standard-component	c-settings-section__header	2	16	components-system.css
standard-component	c-fieldset	2	11	components-system.css
standard-component	c-empty-state__body	2	10	components-standard.css
standard-component	c-modal__header	2	9	components-system.css
standard-component	c-fieldset__legend	2	6	components-system.css
standard-component	c-status--success	2	6	components-standard.css,components-system.css
standard-component	c-metric	2	5	components-standard.css
standard-component	c-data-list--ranking	2	4	components-system.css
standard-component	c-action-group--compact	2	3	components-standard.css
standard-component	c-data-list__actions	2	3	components-system.css
standard-component	c-data-list__metric-label	2	3	components-system.css
standard-component	c-data-list__metric-value	2	3	components-system.css
standard-component	c-data-management__hero	2	3	components-system.css
standard-component	c-filter-bar__filter-actions	2	3	components-system.css
standard-component	c-metric--inline	2	3	components-standard.css
standard-component	c-metric-grid	2	3	components-standard.css
standard-component	c-view-switcher	2	3	components-system.css
standard-component	c-data-management__operation-icon	2	2	components-system.css
standard-component	c-roster-row__name	2	2	components-system.css
standard-component	c-data-management	2	1	components-system.css
standard-component	c-data-management__hero-icon	2	1	components-system.css
standard-component	c-field	2	1	components-standard.css
standard-component	c-fieldset__error-summary	2	1	components-system.css
standard-component	c-form-field__error	2	1	components-system.css
standard-component	c-match-score-actions	2	1	components-system.css
standard-component	c-metric--positive	2	1	components-standard.css
standard-component	c-practice-card__identity	2	1	components-system.css
standard-component	c-practice-card__meta	2	1	components-system.css
standard-component	c-metric--negative	2	0	components-standard.css
standard-component	c-form-field__label	1	62	components-system.css
standard-component	c-status--muted	1	37	components-standard.css
standard-component	c-status--compact	1	26	components-standard.css
standard-component	c-kicker	1	22	components-standard.css
standard-component	c-section-header__content	1	21	components-standard.css
standard-component	c-status--warning	1	20	components-standard.css
standard-component	c-empty-state	1	18	components-standard.css
standard-component	c-settings-form	1	18	components-system.css
standard-component	c-settings-section__body	1	16	components-system.css
standard-component	c-data-list__header	1	15	components-system.css
standard-component	c-data-list__identity	1	12	components-system.css
standard-component	c-settings-section__intro	1	12	components-system.css
standard-component	c-empty-state__text	1	11	components-standard.css
standard-component	c-empty-state__icon	1	10	components-standard.css
standard-component	c-icon--sm	1	10	icon-system.css
standard-component	c-status--info	1	10	components-standard.css
standard-component	c-empty-state__title	1	9	components-standard.css
standard-component	c-action-group--end	1	8	components-standard.css
standard-component	c-form-field__help	1	8	components-system.css
standard-component	c-modal__close	1	8	components-system.css
standard-component	c-modal__title	1	8	components-system.css
standard-component	c-data-list__meta	1	7	components-system.css
standard-component	c-filter-bar	1	6	components-system.css
standard-component	c-status-label	1	6	components-system.css
standard-component	c-data-list--scrollable	1	5	components-system.css
standard-component	c-data-management__operation-content	1	5	components-system.css
standard-component	c-data-list__body	1	4	components-system.css
standard-component	c-data-list__value	1	4	components-system.css
standard-component	c-data-list__value--accent	1	4	components-system.css
standard-component	c-data-list__value-group	1	4	components-system.css
standard-component	c-filter-bar__main	1	4	components-system.css
standard-component	c-form-field--compact	1	4	components-system.css
standard-component	c-form-field__heading	1	4	components-system.css
standard-component	c-metric__label	1	4	components-standard.css
standard-component	c-status--solid	1	4	components-standard.css
standard-component	c-data-list__kind	1	3	components-system.css
standard-component	c-data-management__description	1	3	components-system.css
standard-component	c-data-management__operation	1	3	components-system.css
standard-component	c-data-management__operation-title	1	3	components-system.css
standard-component	c-filter-bar__filters	1	3	components-system.css
standard-component	c-icon--md	1	3	icon-system.css
standard-component	c-progress-bar	1	3	components-system.css
standard-component	c-roster-list	1	3	components-system.css
standard-component	c-status--count	1	3	components-standard.css
standard-component	c-data-item__label	1	2	components-standard.css
standard-component	c-data-list__rank	1	2	components-system.css
standard-component	c-data-management__note	1	2	components-system.css
standard-component	c-data-management__operation-header	1	2	components-system.css
standard-component	c-data-management__operation-meta	1	2	components-system.css
standard-component	c-focus-summary	1	2	components-system.css
standard-component	c-glass-surface--spotlight	1	2	components-standard.css
standard-component	c-icon--cone	1	2	icon-system.css
standard-component	c-icon--document	1	2	icon-system.css
standard-component	c-icon--home	1	2	icon-system.css
standard-component	c-icon--pass-ladder	1	2	icon-system.css
standard-component	c-icon--team	1	2	icon-system.css
standard-component	c-icon--trophy	1	2	icon-system.css
standard-component	c-input--mono	1	2	components-system.css
standard-component	c-liquid-panel	1	2	components-standard.css
standard-component	c-page-list	1	2	components-system.css
standard-component	c-status-label--required	1	2	components-system.css
standard-component	c-step-list	1	2	components-system.css
standard-component	c-data-list--modal-compact	1	1	components-system.css
standard-component	c-data-list__item--selected	1	1	components-system.css
standard-component	c-data-management__danger	1	1	components-system.css
standard-component	c-data-management__danger-title	1	1	components-system.css
standard-component	c-data-management__file-action	1	1	components-system.css
standard-component	c-data-management__grid	1	1	components-system.css
standard-component	c-data-management__hero-content	1	1	components-system.css
standard-component	c-data-management__intro	1	1	components-system.css
standard-component	c-data-management__note--warning	1	1	components-system.css
standard-component	c-data-management__operation-icon--restore	1	1	components-system.css
standard-component	c-data-management__title	1	1	components-system.css
standard-component	c-focus-summary__kicker	1	1	components-system.css
standard-component	c-focus-summary__note	1	1	components-system.css
standard-component	c-focus-summary__title	1	1	components-system.css
standard-component	c-form-field__example	1	1	components-system.css
standard-component	c-glass-surface	1	1	components-standard.css
standard-component	c-glass-surface--strong	1	1	components-standard.css
standard-component	c-icon--brand	1	1	icon-system.css
standard-component	c-icon--team-signal	1	1	icon-system.css
standard-component	c-match-score	1	1	components-system.css
standard-component	c-match-score__result	1	1	components-system.css
standard-component	c-metric-grid--inline	1	1	components-standard.css
standard-component	c-metric__content	1	1	components-standard.css
standard-component	c-metric__note	1	1	components-standard.css
standard-component	c-page-list--bottom-safe	1	1	components-system.css
standard-component	c-practice-card__details	1	1	components-system.css
standard-component	c-practice-card__title	1	1	components-system.css
standard-component	c-progress-bar__indicator	1	1	components-system.css
standard-component	c-progress-bar__indicator--attention	1	1	components-system.css
standard-component	c-roster-row__number	1	1	components-system.css
standard-component	c-section-header__meta	1	1	components-standard.css
standard-component	c-status--danger	1	1	components-standard.css
standard-component	c-status--stacked	1	1	components-standard.css
standard-component	c-step-list__index	1	1	components-system.css
standard-component	c-step-list__item	1	1	components-system.css
standard-component	c-theme-preview__button	1	1	components-system.css
standard-component	c-theme-preview__muted	1	1	components-system.css
standard-component	c-theme-preview__surface	1	1	components-system.css
standard-component	c-data-list__metrics	1	0	components-system.css
standard-component	c-field__label	1	0	components-standard.css
standard-component	c-fieldset__heading	1	0	components-system.css
standard-component	c-form-field__supplementary	1	0	components-system.css
standard-component	c-icon--add	1	0	icon-system.css
standard-component	c-icon--attendance	1	0	icon-system.css
standard-component	c-icon--back	1	0	icon-system.css
standard-component	c-icon--bag	1	0	icon-system.css
standard-component	c-icon--bell	1	0	icon-system.css
standard-component	c-icon--calendar	1	0	icon-system.css
standard-component	c-icon--check	1	0	icon-system.css
standard-component	c-icon--checklist	1	0	icon-system.css
standard-component	c-icon--chevron-down	1	0	icon-system.css
standard-component	c-icon--chevron-right	1	0	icon-system.css
standard-component	c-icon--close	1	0	icon-system.css
standard-component	c-icon--danger	1	0	icon-system.css
standard-component	c-icon--delete	1	0	icon-system.css
standard-component	c-icon--dream-gate	1	0	icon-system.css
standard-component	c-icon--edit	1	0	icon-system.css
standard-component	c-icon--error	1	0	icon-system.css
standard-component	c-icon--eye	1	0	icon-system.css
standard-component	c-icon--eye-off	1	0	icon-system.css
standard-component	c-icon--field-horizon	1	0	icon-system.css
standard-component	c-icon--filter	1	0	icon-system.css
standard-component	c-icon--lg	1	0	icon-system.css
standard-component	c-icon--location	1	0	icon-system.css
standard-component	c-icon--lock	1	0	icon-system.css
standard-component	c-icon--megaphone	1	0	icon-system.css
standard-component	c-icon--message	1	0	icon-system.css
standard-component	c-icon--muted	1	0	icon-system.css
standard-component	c-icon--on-action	1	0	icon-system.css
standard-component	c-icon--on-brand	1	0	icon-system.css
standard-component	c-icon--photo	1	0	icon-system.css
standard-component	c-icon--positive	1	0	icon-system.css
standard-component	c-icon--progress-ring	1	0	icon-system.css
standard-component	c-icon--publish	1	0	icon-system.css
standard-component	c-icon--refresh	1	0	icon-system.css
standard-component	c-icon--rising-pass	1	0	icon-system.css
standard-component	c-icon--save	1	0	icon-system.css
standard-component	c-icon--search	1	0	icon-system.css
standard-component	c-icon--sort	1	0	icon-system.css
standard-component	c-icon--status-clock	1	0	icon-system.css
standard-component	c-icon--time	1	0	icon-system.css
standard-component	c-icon--together-ring	1	0	icon-system.css
standard-component	c-icon--unread-dot	1	0	icon-system.css
standard-component	c-icon--user	1	0	icon-system.css
standard-component	c-icon--warning	1	0	icon-system.css
standard-component	c-icon--warning-tone	1	0	icon-system.css
standard-component	c-icon--xl	1	0	icon-system.css
standard-component	c-icon--xs	1	0	icon-system.css
standard-component	c-roster-row__meta	1	0	components-system.css
standard-layout	l-section	3	0	layouts.css
standard-layout	l-grid	2	1	layouts.css
standard-layout	l-stack	1	7	layouts.css
standard-layout	l-page	1	3	layouts.css
standard-layout	l-cluster	1	2	layouts.css
standard-layout	l-page--narrow	1	2	layouts.css
standard-layout	l-stack--compact	1	2	layouts.css
standard-layout	l-stack--spacious	1	2	layouts.css
standard-layout	l-cluster--compact	1	1	layouts.css
standard-layout	l-form-grid	1	1	layouts.css
standard-layout	l-grid--wide	1	1	layouts.css
standard-layout	l-page--wide	1	1	layouts.css
standard-layout	l-cluster--between	1	0	layouts.css
standard-layout	l-cluster--end	1	0	layouts.css
standard-layout	l-cluster--mobile-stretch	1	0	layouts.css
standard-layout	l-divider	1	0	layouts.css
standard-layout	l-grid--compact	1	0	layouts.css
standard-layout	l-grid--dense	1	0	layouts.css
standard-layout	l-page--mobile-flush	1	0	layouts.css
state	is-tactics-mode	5	2	drawing.css
state	hidden	2	215	base.css
state	is-pressing	2	3	components.css
state	is-expired	1	0	components.css
state	is-revoked	1	0	components.css
utility	u-visually-hidden	1	24	utilities.css
utility	u-ext-194	1	5	components.css
utility	u-ext-57	1	5	components.css
utility	u-tabular-nums	1	5	utilities.css
utility	u-ext-16	1	4	components.css
utility	u-ext-195	1	4	components.css
utility	u-ext-77	1	4	components.css
utility	u-ext-91	1	4	components.css
utility	u-ext-129	1	3	components.css
utility	u-ext-130	1	3	components.css
utility	u-ext-154	1	3	components.css
utility	u-ext-156	1	3	components.css
utility	u-ext-157	1	3	components.css
utility	u-ext-160	1	3	components.css
utility	u-ext-161	1	3	components.css
utility	u-ext-162	1	3	components.css
utility	u-ext-163	1	3	components.css
utility	u-ext-30	1	3	components.css
utility	u-ext-98	1	3	components.css
utility	u-ext-104	1	2	components.css
utility	u-ext-109	1	2	components.css
utility	u-ext-142	1	2	components.css
utility	u-ext-143	1	2	components.css
utility	u-ext-165	1	2	components.css
utility	u-ext-174	1	2	components.css
utility	u-ext-177	1	2	components.css
utility	u-ext-183	1	2	components.css
utility	u-ext-185	1	2	components.css
utility	u-ext-186	1	2	components.css
utility	u-ext-188	1	2	components.css
utility	u-ext-189	1	2	components.css
utility	u-ext-190	1	2	components.css
utility	u-ext-191	1	2	components.css
utility	u-ext-192	1	2	components.css
utility	u-ext-193	1	2	components.css
utility	u-ext-199	1	2	components.css
utility	u-ext-200	1	2	components.css
utility	u-ext-201	1	2	components.css
utility	u-ext-33	1	2	components.css
utility	u-ext-40	1	2	components.css
utility	u-ext-54	1	2	components.css
utility	u-ext-55	1	2	components.css
utility	u-ext-56	1	2	components.css
utility	u-ext-62	1	2	components.css
utility	u-ext-64	1	2	components.css
utility	u-ext-81	1	2	components.css
utility	u-ext-84	1	2	components.css
utility	u-ext-89	1	2	components.css
utility	u-ext-90	1	2	components.css
utility	u-ext-92	1	2	components.css
utility	u-ext-93	1	2	components.css
utility	u-text-muted	1	2	utilities.css
utility	u-ext-105	1	1	components.css
utility	u-ext-106	1	1	components.css
utility	u-ext-107	1	1	components.css
utility	u-ext-108	1	1	components.css
utility	u-ext-112	1	1	components.css
utility	u-ext-113	1	1	components.css
utility	u-ext-114	1	1	components.css
utility	u-ext-123	1	1	components.css
utility	u-ext-124	1	1	components.css
utility	u-ext-125	1	1	components.css
utility	u-ext-126	1	1	components.css
utility	u-ext-127	1	1	components.css
utility	u-ext-128	1	1	components.css
utility	u-ext-131	1	1	components.css
utility	u-ext-132	1	1	components.css
utility	u-ext-133	1	1	components.css
utility	u-ext-134	1	1	components.css
utility	u-ext-135	1	1	components.css
utility	u-ext-136	1	1	components.css
utility	u-ext-137	1	1	components.css
utility	u-ext-138	1	1	components.css
utility	u-ext-139	1	1	components.css
utility	u-ext-140	1	1	components.css
utility	u-ext-150	1	1	components.css
utility	u-ext-151	1	1	components.css
utility	u-ext-152	1	1	components.css
utility	u-ext-153	1	1	components.css
utility	u-ext-155	1	1	components.css
utility	u-ext-158	1	1	components.css
utility	u-ext-159	1	1	components.css
utility	u-ext-164	1	1	components.css
utility	u-ext-166	1	1	components.css
utility	u-ext-167	1	1	components.css
utility	u-ext-175	1	1	components.css
utility	u-ext-176	1	1	components.css
utility	u-ext-187	1	1	components.css
utility	u-ext-196	1	1	components.css
utility	u-ext-197	1	1	components.css
utility	u-ext-198	1	1	components.css
utility	u-ext-38	1	1	components.css
utility	u-ext-39	1	1	components.css
utility	u-ext-41	1	1	components.css
utility	u-ext-42	1	1	components.css
utility	u-ext-43	1	1	components.css
utility	u-ext-44	1	1	components.css
utility	u-ext-45	1	1	components.css
utility	u-ext-46	1	1	components.css
utility	u-ext-47	1	1	components.css
utility	u-ext-48	1	1	components.css
utility	u-ext-49	1	1	components.css
utility	u-ext-5	1	1	base.css
utility	u-ext-50	1	1	components.css
utility	u-ext-51	1	1	components.css
utility	u-ext-52	1	1	components.css
utility	u-ext-53	1	1	components.css
utility	u-ext-61	1	1	components.css
utility	u-ext-63	1	1	components.css
utility	u-ext-65	1	1	components.css
utility	u-ext-66	1	1	components.css
utility	u-ext-67	1	1	components.css
utility	u-ext-68	1	1	components.css
utility	u-ext-69	1	1	components.css
utility	u-ext-70	1	1	components.css
utility	u-ext-71	1	1	components.css
utility	u-ext-72	1	1	components.css
utility	u-ext-73	1	1	components.css
utility	u-ext-74	1	1	components.css
utility	u-ext-75	1	1	components.css
utility	u-ext-76	1	1	components.css
utility	u-ext-78	1	1	components.css
utility	u-ext-79	1	1	components.css
utility	u-ext-80	1	1	components.css
utility	u-ext-82	1	1	components.css
utility	u-ext-83	1	1	components.css
utility	u-ext-85	1	1	components.css
utility	u-ext-86	1	1	components.css
utility	u-ext-87	1	1	components.css
utility	u-ext-88	1	1	components.css
utility	u-ext-94	1	1	components.css
utility	u-ext-95	1	1	components.css
utility	u-ext-96	1	1	components.css
utility	u-ext-97	1	1	components.css
utility	u-mono	1	1	utilities.css
utility	u-no-margin	1	1	utilities.css
utility	u-ext-171	1	0	components.css
utility	u-ext-172	1	0	components.css
utility	u-ext-173	1	0	components.css
utility	u-full-width	1	0	utilities.css
utility	u-page-bottom-safe	1	0	utilities.css
utility	u-scroll-x	1	0	utilities.css
utility	u-scroll-y	1	0	utilities.css
utility	u-surface-muted	1	0	utilities.css
utility	u-text-truncate	1	0	utilities.css
